DATE,AQI VALUE,AQ DESCRIPTION,SITE ID,SITE NAME,ANALYTE
20061014,37,GOOD,60254004,NILAND,PM10
20061020,26,GOOD,60254004,NILAND,PM10
20061026,18,GOOD,60254004,NILAND,PM10
20061101,37,GOOD,60254004,NILAND,PM10
20061107,33,GOOD,60254004,NILAND,PM10
20061113,28,GOOD,60254004,NILAND,PM10
20061119,21,GOOD,60254004,NILAND,PM10
20061201,13,GOOD,60254004,NILAND,PM10
20061207,30,GOOD,60254004,NILAND,PM10
20061213,20,GOOD,60254004,NILAND,PM10
20061219,11,GOOD,60254004,NILAND,PM10
20061231,36,GOOD,60254004,NILAND,PM10
20070106,20,GOOD,60254004,NILAND,PM10
20070112,19,GOOD,60254004,NILAND,PM10
20070118,20,GOOD,60254004,NILAND,PM10
20070124,11,GOOD,60254004,NILAND,PM10
20070130,14,GOOD,60254004,NILAND,PM10
20070205,25,GOOD,60254004,NILAND,PM10
20070211,73,MODERATE,60254004,NILAND,PM10
20070217,21,GOOD,60254004,NILAND,PM10
20070223,32,GOOD,60254004,NILAND,PM10
20070301,15,GOOD,60254004,NILAND,PM10
20070307,47,GOOD,60254004,NILAND,PM10
20070313,39,GOOD,60254004,NILAND,PM10
20070319,46,GOOD,60254004,NILAND,PM10
20070325,17,GOOD,60254004,NILAND,PM10
20070331,27,GOOD,60254004,NILAND,PM10
20070406,45,GOOD,60254004,NILAND,PM10
20070412,77,MODERATE,60254004,NILAND,PM10
20070424,25,GOOD,60254004,NILAND,PM10
20070430,34,GOOD,60254004,NILAND,PM10
20070506,12,GOOD,60254004,NILAND,PM10
20070512,35,GOOD,60254004,NILAND,PM10
20070518,32,GOOD,60254004,NILAND,PM10
20070524,38,GOOD,60254004,NILAND,PM10
20070605,104,UNHEALTHY FOR SENSITIVE,60254004,NILAND,PM10
20070607,28,GOOD,60254004,NILAND,PM10
20070611,31,GOOD,60254004,NILAND,PM10
20070617,60,MODERATE,60254004,NILAND,PM10
20070623,52,MODERATE,60254004,NILAND,PM10
20070629,48,GOOD,60254004,NILAND,PM10
20070705,49,GOOD,60254004,NILAND,PM10
20070711,44,GOOD,60254004,NILAND,PM10
20070717,52,MODERATE,60254004,NILAND,PM10
20070723,54,MODERATE,60254004,NILAND,PM10
20070729,43,GOOD,60254004,NILAND,PM10
20070804,41,GOOD,60254004,NILAND,PM10
20070810,33,GOOD,60254004,NILAND,PM10
20070816,41,GOOD,60254004,NILAND,PM10
20070822,53,MODERATE,60254004,NILAND,PM10
20070828,30,GOOD,60254004,NILAND,PM10
20070903,42,GOOD,60254004,NILAND,PM10
20070909,52,MODERATE,60254004,NILAND,PM10
20070915,43,GOOD,60254004,NILAND,PM10
20070921,14,GOOD,60254004,NILAND,PM10
20070927,22,GOOD,60254004,NILAND,PM10
20071003,23,GOOD,60254004,NILAND,PM10
20071009,33,GOOD,60254004,NILAND,PM10
20071015,26,GOOD,60254004,NILAND,PM10
20071021,52,MODERATE,60254004,NILAND,PM10
20071027,47,GOOD,60254004,NILAND,PM10
20071102,20,GOOD,60254004,NILAND,PM10
20071114,19,GOOD,60254004,NILAND,PM10
20071120,43,GOOD,60254004,NILAND,PM10
20071126,29,GOOD,60254004,NILAND,PM10
20071202,6,GOOD,60254004,NILAND,PM10
20071208,10,GOOD,60254004,NILAND,PM10
20071214,7,GOOD,60254004,NILAND,PM10
20071220,18,GOOD,60254004,NILAND,PM10
20080101,16,GOOD,60254004,NILAND,PM10
20080109,8,GOOD,60254004,NILAND,PM10
20080113,5,GOOD,60254004,NILAND,PM10
20080119,12,GOOD,60254004,NILAND,PM10
20080125,13,GOOD,60254004,NILAND,PM10
20080131,6,GOOD,60254004,NILAND,PM10
20080206,54,MODERATE,60254004,NILAND,PM10
20080212,8,GOOD,60254004,NILAND,PM10
20080218,26,GOOD,60254004,NILAND,PM10
20080224,25,GOOD,60254004,NILAND,PM10
20080301,52,MODERATE,60254004,NILAND,PM10
20080307,13,GOOD,60254004,NILAND,PM10
20080313,31,GOOD,60254004,NILAND,PM10
20080319,24,GOOD,60254004,NILAND,PM10
20080325,40,GOOD,60254004,NILAND,PM10
20080331,28,GOOD,60254004,NILAND,PM10
20080406,31,GOOD,60254004,NILAND,PM10
20080412,19,GOOD,60254004,NILAND,PM10
20080418,33,GOOD,60254004,NILAND,PM10
20080424,19,GOOD,60254004,NILAND,PM10
20080430,73,MODERATE,60254004,NILAND,PM10
20080506,23,GOOD,60254004,NILAND,PM10
20080512,64,MODERATE,60254004,NILAND,PM10
20080524,43,GOOD,60254004,NILAND,PM10
20080530,28,GOOD,60254004,NILAND,PM10
20080605,37,GOOD,60254004,NILAND,PM10
20080611,48,GOOD,60254004,NILAND,PM10
20080617,41,GOOD,60254004,NILAND,PM10
20080623,27,GOOD,60254004,NILAND,PM10
20080629,42,GOOD,60254004,NILAND,PM10
20080705,44,GOOD,60254004,NILAND,PM10
20080711,31,GOOD,60254004,NILAND,PM10
20080717,38,GOOD,60254004,NILAND,PM10
20080723,44,GOOD,60254004,NILAND,PM10
20080729,41,GOOD,60254004,NILAND,PM10
20080804,37,GOOD,60254004,NILAND,PM10
20080816,58,MODERATE,60254004,NILAND,PM10
20080822,30,GOOD,60254004,NILAND,PM10
20080826,47,GOOD,60254004,NILAND,PM10
20080828,30,GOOD,60254004,NILAND,PM10
20080903,30,GOOD,60254004,NILAND,PM10
20080909,31,GOOD,60254004,NILAND,PM10
20080915,25,GOOD,60254004,NILAND,PM10
20080921,24,GOOD,60254004,NILAND,PM10
20080927,24,GOOD,60254004,NILAND,PM10
20081003,50,GOOD,60254004,NILAND,PM10
20081009,30,GOOD,60254004,NILAND,PM10
20081021,36,GOOD,60254004,NILAND,PM10
20081027,32,GOOD,60254004,NILAND,PM10
20081029,59,MODERATE,60254004,NILAND,PM10
20081102,44,GOOD,60254004,NILAND,PM10
20081108,51,MODERATE,60254004,NILAND,PM10
20081114,21,GOOD,60254004,NILAND,PM10
20081120,39,GOOD,60254004,NILAND,PM10
20081126,17,GOOD,60254004,NILAND,PM10
20081202,20,GOOD,60254004,NILAND,PM10
20081214,8,GOOD,60254004,NILAND,PM10
20081216,5,GOOD,60254004,NILAND,PM10
20081220,6,GOOD,60254004,NILAND,PM10
20081226,84,MODERATE,60254004,NILAND,PM10
20090101,16,GOOD,60254004,NILAND,PM10
20090107,22,GOOD,60254004,NILAND,PM10
20090119,12,GOOD,60254004,NILAND,PM10
20090125,63,MODERATE,60254004,NILAND,PM10
20090131,12,GOOD,60254004,NILAND,PM10
20090203,11,GOOD,60254004,NILAND,PM10
20090206,15,GOOD,60254004,NILAND,PM10
20090212,8,GOOD,60254004,NILAND,PM10
20090218,6,GOOD,60254004,NILAND,PM10
20090224,9,GOOD,60254004,NILAND,PM10
20090302,19,GOOD,60254004,NILAND,PM10
20090308,12,GOOD,60254004,NILAND,PM10
20090314,15,GOOD,60254004,NILAND,PM10
20090320,26,GOOD,60254004,NILAND,PM10
20090326,34,GOOD,60254004,NILAND,PM10
20090401,68,MODERATE,60254004,NILAND,PM10
20090407,73,MODERATE,60254004,NILAND,PM10
20090413,24,GOOD,60254004,NILAND,PM10
20090419,15,GOOD,60254004,NILAND,PM10
20090501,36,GOOD,60254004,NILAND,PM10
20090507,33,GOOD,60254004,NILAND,PM10
20090513,41,GOOD,60254004,NILAND,PM10
20090525,33,GOOD,60254004,NILAND,PM10
20090531,30,GOOD,60254004,NILAND,PM10
20090606,19,GOOD,60254004,NILAND,PM10
20090612,27,GOOD,60254004,NILAND,PM10
20090618,44,GOOD,60254004,NILAND,PM10
20090624,40,GOOD,60254004,NILAND,PM10
20090630,43,GOOD,60254004,NILAND,PM10
20090706,57,MODERATE,60254004,NILAND,PM10
20090712,44,GOOD,60254004,NILAND,PM10
20090718,124,UNHEALTHY FOR SENSITIVE,60254004,NILAND,PM10
20090724,41,GOOD,60254004,NILAND,PM10
20090730,36,GOOD,60254004,NILAND,PM10
20090805,58,MODERATE,60254004,NILAND,PM10
20090811,69,MODERATE,60254004,NILAND,PM10
20090817,54,MODERATE,60254004,NILAND,PM10
20090823,24,GOOD,60254004,NILAND,PM10
20090829,42,GOOD,60254004,NILAND,PM10
20090904,72,MODERATE,60254004,NILAND,PM10
20090910,21,GOOD,60254004,NILAND,PM10
20090916,47,GOOD,60254004,NILAND,PM10
20090922,35,GOOD,60254004,NILAND,PM10
20090928,51,MODERATE,60254004,NILAND,PM10
20091004,73,MODERATE,60254004,NILAND,PM10
20091010,44,GOOD,60254004,NILAND,PM10
20091016,30,GOOD,60254004,NILAND,PM10
20091022,28,GOOD,60254004,NILAND,PM10
20091028,29,GOOD,60254004,NILAND,PM10
20091103,43,GOOD,60254004,NILAND,PM10
20091109,18,GOOD,60254004,NILAND,PM10
20091115,43,GOOD,60254004,NILAND,PM10
20091121,31,GOOD,60254004,NILAND,PM10
20091127,82,MODERATE,60254004,NILAND,PM10
20091203,19,GOOD,60254004,NILAND,PM10
20091209,9,GOOD,60254004,NILAND,PM10
20091215,7,GOOD,60254004,NILAND,PM10
20091221,23,GOOD,60254004,NILAND,PM10
20091227,9,GOOD,60254004,NILAND,PM10
20100102,18,GOOD,60254004,NILAND,PM10
20100108,19,GOOD,60254004,NILAND,PM10
20100114,34,GOOD,60254004,NILAND,PM10
20100120,8,GOOD,60254004,NILAND,PM10
20100201,9,GOOD,60254004,NILAND,PM10
20100207,6,GOOD,60254004,NILAND,PM10
20100213,12,GOOD,60254004,NILAND,PM10
20100219,41,GOOD,60254004,NILAND,PM10
20100225,8,GOOD,60254004,NILAND,PM10
20100303,7,GOOD,60254004,NILAND,PM10
20100305,12,GOOD,60254004,NILAND,PM10
20100309,16,GOOD,60254004,NILAND,PM10
20100315,7,GOOD,60254004,NILAND,PM10
20100321,15,GOOD,60254004,NILAND,PM10
20100327,13,GOOD,60254004,NILAND,PM10
20100408,13,GOOD,60254004,NILAND,PM10
20100414,28,GOOD,60254004,NILAND,PM10
20100420,26,GOOD,60254004,NILAND,PM10
20100426,26,GOOD,60254004,NILAND,PM10
20100502,17,GOOD,60254004,NILAND,PM10
20100505,28,GOOD,60254004,NILAND,PM10
20100508,33,GOOD,60254004,NILAND,PM10
20100514,26,GOOD,60254004,NILAND,PM10
20100526,19,GOOD,60254004,NILAND,PM10
20100601,33,GOOD,60254004,NILAND,PM10
20100603,35,GOOD,60254004,NILAND,PM10
20100607,36,GOOD,60254004,NILAND,PM10
20100613,33,GOOD,60254004,NILAND,PM10
20100619,30,GOOD,60254004,NILAND,PM10
20100625,42,GOOD,60254004,NILAND,PM10
20100701,25,GOOD,60254004,NILAND,PM10
20100707,44,GOOD,60254004,NILAND,PM10
20100713,38,GOOD,60254004,NILAND,PM10
20100719,52,MODERATE,60254004,NILAND,PM10
20100731,37,GOOD,60254004,NILAND,PM10
20100806,48,GOOD,60254004,NILAND,PM10
20100812,24,GOOD,60254004,NILAND,PM10
20100818,42,GOOD,60254004,NILAND,PM10
20100824,33,GOOD,60254004,NILAND,PM10
20100830,32,GOOD,60254004,NILAND,PM10
20100905,27,GOOD,60254004,NILAND,PM10
20100911,31,GOOD,60254004,NILAND,PM10
20100914,23,GOOD,60254004,NILAND,PM10
20100917,40,GOOD,60254004,NILAND,PM10
20100923,37,GOOD,60254004,NILAND,PM10
20100929,26,GOOD,60254004,NILAND,PM10
20101005,7,GOOD,60254004,NILAND,PM10
20101011,19,GOOD,60254004,NILAND,PM10
20101017,20,GOOD,60254004,NILAND,PM10
20101023,11,GOOD,60254004,NILAND,PM10
20101029,20,GOOD,60254004,NILAND,PM10
20101104,15,GOOD,60254004,NILAND,PM10
20101110,28,GOOD,60254004,NILAND,PM10
20101116,39,GOOD,60254004,NILAND,PM10
20101122,19,GOOD,60254004,NILAND,PM10
20101128,14,GOOD,60254004,NILAND,PM10
20101204,43,GOOD,60254004,NILAND,PM10
20101210,33,GOOD,60254004,NILAND,PM10
20101222,6,GOOD,60254004,NILAND,PM10
20101228,15,GOOD,60254004,NILAND,PM10
20110103,6,GOOD,60254004,NILAND,PM10
20110109,19,GOOD,60254004,NILAND,PM10
20110115,9,GOOD,60254004,NILAND,PM10
20110121,55,MODERATE,60254004,NILAND,PM10
20110127,10,GOOD,60254004,NILAND,PM10
20110202,12,GOOD,60254004,NILAND,PM10
20110208,45,GOOD,60254004,NILAND,PM10
20110214,27,GOOD,60254004,NILAND,PM10
20110220,4,GOOD,60254004,NILAND,PM10
20110226,5,GOOD,60254004,NILAND,PM10
20110304,12,GOOD,60254004,NILAND,PM10
20110312,20,GOOD,60254004,NILAND,PM10
20110316,17,GOOD,60254004,NILAND,PM10
20110322,9,GOOD,60254004,NILAND,PM10
20110328,24,GOOD,60254004,NILAND,PM10
20110403,24,GOOD,60254004,NILAND,PM10
20110409,7,GOOD,60254004,NILAND,PM10
20110415,38,GOOD,60254004,NILAND,PM10
20110421,64,MODERATE,60254004,NILAND,PM10
20110427,29,GOOD,60254004,NILAND,PM10
20110503,22,GOOD,60254004,NILAND,PM10
20110509,133,UNHEALTHY FOR SENSITIVE,60254004,NILAND,PM10
20110515,51,MODERATE,60254004,NILAND,PM10
20110521,32,GOOD,60254004,NILAND,PM10
20110527,42,GOOD,60254004,NILAND,PM10
20110602,18,GOOD,60254004,NILAND,PM10
20110608,20,GOOD,60254004,NILAND,PM10
20110614,37,GOOD,60254004,NILAND,PM10
20110620,39,GOOD,60254004,NILAND,PM10
20110702,34,GOOD,60254004,NILAND,PM10
20110708,41,GOOD,60254004,NILAND,PM10
20110714,35,GOOD,60254004,NILAND,PM10
20110720,33,GOOD,60254004,NILAND,PM10
20110726,42,GOOD,60254004,NILAND,PM10
20110801,27,GOOD,60254004,NILAND,PM10
20110807,26,GOOD,60254004,NILAND,PM10
20110813,34,GOOD,60254004,NILAND,PM10
20110819,44,GOOD,60254004,NILAND,PM10
20110825,38,GOOD,60254004,NILAND,PM10
20110831,44,GOOD,60254004,NILAND,PM10
20110906,20,GOOD,60254004,NILAND,PM10
20110912,51,MODERATE,60254004,NILAND,PM10
20110918,21,GOOD,60254004,NILAND,PM10
20110924,34,GOOD,60254004,NILAND,PM10
20110930,31,GOOD,60254004,NILAND,PM10
20111006,23,GOOD,60254004,NILAND,PM10
20111012,34,GOOD,60254004,NILAND,PM10
20111018,40,GOOD,60254004,NILAND,PM10
20111024,49,GOOD,60254004,NILAND,PM10
20111030,23,GOOD,60254004,NILAND,PM10
20111105,7,GOOD,60254004,NILAND,PM10
20111111,31,GOOD,60254004,NILAND,PM10
20111117,13,GOOD,60254004,NILAND,PM10
20111123,8,GOOD,60254004,NILAND,PM10
20111129,19,GOOD,60254004,NILAND,PM10
20111205,12,GOOD,60254004,NILAND,PM10
20111211,17,GOOD,60254004,NILAND,PM10
20111217,12,GOOD,60254004,NILAND,PM10
20111223,7,GOOD,60254004,NILAND,PM10
20111229,25,GOOD,60254004,NILAND,PM10
20120104,25,GOOD,60254004,NILAND,PM10
20120110,19,GOOD,60254004,NILAND,PM10
20120116,20,GOOD,60254004,NILAND,PM10
20120122,42,GOOD,60254004,NILAND,PM10
20120203,16,GOOD,60254004,NILAND,PM10
20120209,17,GOOD,60254004,NILAND,PM10
20120215,17,GOOD,60254004,NILAND,PM10
20120221,9,GOOD,60254004,NILAND,PM10
20120227,29,GOOD,60254004,NILAND,PM10
20120304,10,GOOD,60254004,NILAND,PM10
20120310,28,GOOD,60254004,NILAND,PM10
20120314,24,GOOD,60254004,NILAND,PM10
20120316,34,GOOD,60254004,NILAND,PM10
20120322,40,GOOD,60254004,NILAND,PM10
20120328,23,GOOD,60254004,NILAND,PM10
20120403,24,GOOD,60254004,NILAND,PM10
20120409,43,GOOD,60254004,NILAND,PM10
20120415,26,GOOD,60254004,NILAND,PM10
20120421,31,GOOD,60254004,NILAND,PM10
20120503,19,GOOD,60254004,NILAND,PM10
20120509,47,GOOD,60254004,NILAND,PM10
20120515,26,GOOD,60254004,NILAND,PM10
20120517,54,MODERATE,60254004,NILAND,PM10
20120521,38,GOOD,60254004,NILAND,PM10
20120527,25,GOOD,60254004,NILAND,PM10
20120602,49,GOOD,60254004,NILAND,PM10
20120608,51,MODERATE,60254004,NILAND,PM10
20120614,53,MODERATE,60254004,NILAND,PM10
20120628,32,GOOD,60254004,NILAND,PM10
20120702,51,MODERATE,60254004,NILAND,PM10
20120708,107,UNHEALTHY FOR SENSITIVE,60254004,NILAND,PM10
20120714,19,GOOD,60254004,NILAND,PM10
20120720,42,GOOD,60254004,NILAND,PM10
20120726,32,GOOD,60254004,NILAND,PM10
20120801,10,GOOD,60254004,NILAND,PM10
20120807,40,GOOD,60254004,NILAND,PM10
20120813,129,UNHEALTHY FOR SENSITIVE,60254004,NILAND,PM10
20120825,51,MODERATE,60254004,NILAND,PM10
20120831,44,GOOD,60254004,NILAND,PM10
20120906,42,GOOD,60254004,NILAND,PM10
20120912,19,GOOD,60254004,NILAND,PM10
20120918,35,GOOD,60254004,NILAND,PM10
20120920,46,GOOD,60254004,NILAND,PM10
20120930,20,GOOD,60254004,NILAND,PM10
20121006,31,GOOD,60254004,NILAND,PM10
20121024,38,GOOD,60254004,NILAND,PM10
20121030,38,GOOD,60254004,NILAND,PM10
20121105,23,GOOD,60254004,NILAND,PM10
20121111,19,GOOD,60254004,NILAND,PM10
20121117,19,GOOD,60254004,NILAND,PM10
20121120,15,GOOD,60254004,NILAND,PM10
20121123,44,GOOD,60254004,NILAND,PM10
20121129,22,GOOD,60254004,NILAND,PM10
20121220,5,GOOD,60254004,NILAND,PM10
20121223,13,GOOD,60254004,NILAND,PM10
20121229,9,GOOD,60254004,NILAND,PM10
20130101,13,GOOD,60254004,NILAND,PM10
20130102,6,GOOD,60254004,NILAND,PM10
20130103,9,GOOD,60254004,NILAND,PM10
20130104,10,GOOD,60254004,NILAND,PM10
20130105,13,GOOD,60254004,NILAND,PM10
20130106,15,GOOD,60254004,NILAND,PM10
20130107,12,GOOD,60254004,NILAND,PM10
20130108,20,GOOD,60254004,NILAND,PM10
20130109,19,GOOD,60254004,NILAND,PM10
20130110,75,MODERATE,60254004,NILAND,PM10
20130111,26,GOOD,60254004,NILAND,PM10
20130112,18,GOOD,60254004,NILAND,PM10
20130113,17,GOOD,60254004,NILAND,PM10
20130114,26,GOOD,60254004,NILAND,PM10
20130115,23,GOOD,60254004,NILAND,PM10
20130116,35,GOOD,60254004,NILAND,PM10
20130117,26,GOOD,60254004,NILAND,PM10
20130118,19,GOOD,60254004,NILAND,PM10
20130119,26,GOOD,60254004,NILAND,PM10
20130120,19,GOOD,60254004,NILAND,PM10
20130121,24,GOOD,60254004,NILAND,PM10
20130122,31,GOOD,60254004,NILAND,PM10
20130123,31,GOOD,60254004,NILAND,PM10
20130124,43,GOOD,60254004,NILAND,PM10
20130125,24,GOOD,60254004,NILAND,PM10
20130126,13,GOOD,60254004,NILAND,PM10
20130127,63,MODERATE,60254004,NILAND,PM10
20130128,9,GOOD,60254004,NILAND,PM10
20130129,11,GOOD,60254004,NILAND,PM10
20130130,19,GOOD,60254004,NILAND,PM10
20130131,17,GOOD,60254004,NILAND,PM10
20130201,15,GOOD,60254004,NILAND,PM10
20130202,20,GOOD,60254004,NILAND,PM10
20130203,11,GOOD,60254004,NILAND,PM10
20130204,11,GOOD,60254004,NILAND,PM10
20130205,27,GOOD,60254004,NILAND,PM10
20130208,75,MODERATE,60254004,NILAND,PM10
20130209,13,GOOD,60254004,NILAND,PM10
20130210,18,GOOD,60254004,NILAND,PM10
20130211,15,GOOD,60254004,NILAND,PM10
20130212,18,GOOD,60254004,NILAND,PM10
20130213,18,GOOD,60254004,NILAND,PM10
20130214,18,GOOD,60254004,NILAND,PM10
20130215,19,GOOD,60254004,NILAND,PM10
20130216,20,GOOD,60254004,NILAND,PM10
20130217,34,GOOD,60254004,NILAND,PM10
20130218,37,GOOD,60254004,NILAND,PM10
20130219,57,MODERATE,60254004,NILAND,PM10
20130220,19,GOOD,60254004,NILAND,PM10
20130221,22,GOOD,60254004,NILAND,PM10
20130222,23,GOOD,60254004,NILAND,PM10
20130223,39,GOOD,60254004,NILAND,PM10
20130224,34,GOOD,60254004,NILAND,PM10
20130225,22,GOOD,60254004,NILAND,PM10
20130226,20,GOOD,60254004,NILAND,PM10
20130227,12,GOOD,60254004,NILAND,PM10
20130228,18,GOOD,60254004,NILAND,PM10
20130301,20,GOOD,60254004,NILAND,PM10
20130302,23,GOOD,60254004,NILAND,PM10
20130303,56,MODERATE,60254004,NILAND,PM10
20130304,28,GOOD,60254004,NILAND,PM10
20130305,36,GOOD,60254004,NILAND,PM10
20130306,33,GOOD,60254004,NILAND,PM10
20130307,20,GOOD,60254004,NILAND,PM10
20130308,19,GOOD,60254004,NILAND,PM10
20130309,17,GOOD,60254004,NILAND,PM10
20130310,21,GOOD,60254004,NILAND,PM10
20130311,19,GOOD,60254004,NILAND,PM10
20130312,22,GOOD,60254004,NILAND,PM10
20130313,24,GOOD,60254004,NILAND,PM10
20130314,24,GOOD,60254004,NILAND,PM10
20130315,35,GOOD,60254004,NILAND,PM10
20130316,43,GOOD,60254004,NILAND,PM10
20130317,50,GOOD,60254004,NILAND,PM10
20130318,39,GOOD,60254004,NILAND,PM10
20130319,31,GOOD,60254004,NILAND,PM10
20130320,53,MODERATE,60254004,NILAND,PM10
20130321,44,GOOD,60254004,NILAND,PM10
20130322,41,GOOD,60254004,NILAND,PM10
20130323,43,GOOD,60254004,NILAND,PM10
20130324,31,GOOD,60254004,NILAND,PM10
20130325,37,GOOD,60254004,NILAND,PM10
20130326,40,GOOD,60254004,NILAND,PM10
20130327,31,GOOD,60254004,NILAND,PM10
20130328,29,GOOD,60254004,NILAND,PM10
20130329,32,GOOD,60254004,NILAND,PM10
20130330,32,GOOD,60254004,NILAND,PM10
20130331,68,MODERATE,60254004,NILAND,PM10
20130401,31,GOOD,60254004,NILAND,PM10
20130402,23,GOOD,60254004,NILAND,PM10
20130403,41,GOOD,60254004,NILAND,PM10
20130404,44,GOOD,60254004,NILAND,PM10
20130405,35,GOOD,60254004,NILAND,PM10
20130406,41,GOOD,60254004,NILAND,PM10
20130407,43,GOOD,60254004,NILAND,PM10
20130409,42,GOOD,60254004,NILAND,PM10
20130410,30,GOOD,60254004,NILAND,PM10
20130411,47,GOOD,60254004,NILAND,PM10
20130412,33,GOOD,60254004,NILAND,PM10
20130413,51,MODERATE,60254004,NILAND,PM10
20130414,80,MODERATE,60254004,NILAND,PM10
20130415,176,UNHEALTHY,60254004,NILAND,PM10
20130416,60,MODERATE,60254004,NILAND,PM10
20130417,32,GOOD,60254004,NILAND,PM10
20130418,34,GOOD,60254004,NILAND,PM10
20130419,29,GOOD,60254004,NILAND,PM10
20130420,37,GOOD,60254004,NILAND,PM10
20130421,35,GOOD,60254004,NILAND,PM10
20130422,57,MODERATE,60254004,NILAND,PM10
20130423,59,MODERATE,60254004,NILAND,PM10
20130424,61,MODERATE,60254004,NILAND,PM10
20130425,61,MODERATE,60254004,NILAND,PM10
20130426,44,GOOD,60254004,NILAND,PM10
20130427,41,GOOD,60254004,NILAND,PM10
20130428,41,GOOD,60254004,NILAND,PM10
20130429,45,GOOD,60254004,NILAND,PM10
20130430,61,MODERATE,60254004,NILAND,PM10
20130501,51,MODERATE,60254004,NILAND,PM10
20130502,77,MODERATE,60254004,NILAND,PM10
20130503,58,MODERATE,60254004,NILAND,PM10
20130504,86,MODERATE,60254004,NILAND,PM10
20130505,76,MODERATE,60254004,NILAND,PM10
20130506,53,MODERATE,60254004,NILAND,PM10
20130507,46,GOOD,60254004,NILAND,PM10
20130508,28,GOOD,60254004,NILAND,PM10
20130509,34,GOOD,60254004,NILAND,PM10
20130510,29,GOOD,60254004,NILAND,PM10
20130511,28,GOOD,60254004,NILAND,PM10
20130512,31,GOOD,60254004,NILAND,PM10
20130513,37,GOOD,60254004,NILAND,PM10
20130514,55,MODERATE,60254004,NILAND,PM10
20130515,46,GOOD,60254004,NILAND,PM10
20130516,56,MODERATE,60254004,NILAND,PM10
20130517,60,MODERATE,60254004,NILAND,PM10
20130518,37,GOOD,60254004,NILAND,PM10
20130519,52,MODERATE,60254004,NILAND,PM10
20130520,27,GOOD,60254004,NILAND,PM10
20130521,49,GOOD,60254004,NILAND,PM10
20130522,68,MODERATE,60254004,NILAND,PM10
20130523,57,MODERATE,60254004,NILAND,PM10
20130524,46,GOOD,60254004,NILAND,PM10
20130525,47,GOOD,60254004,NILAND,PM10
20130526,56,MODERATE,60254004,NILAND,PM10
20130527,53,MODERATE,60254004,NILAND,PM10
20130528,57,MODERATE,60254004,NILAND,PM10
20130529,62,MODERATE,60254004,NILAND,PM10
20130530,45,GOOD,60254004,NILAND,PM10
20130531,42,GOOD,60254004,NILAND,PM10
20130601,44,GOOD,60254004,NILAND,PM10
20130602,56,MODERATE,60254004,NILAND,PM10
20130603,52,MODERATE,60254004,NILAND,PM10
20130604,57,MODERATE,60254004,NILAND,PM10
20130605,46,GOOD,60254004,NILAND,PM10
20130606,55,MODERATE,60254004,NILAND,PM10
20130607,61,MODERATE,60254004,NILAND,PM10
20130608,64,MODERATE,60254004,NILAND,PM10
20130609,53,MODERATE,60254004,NILAND,PM10
20130610,47,GOOD,60254004,NILAND,PM10
20130611,48,GOOD,60254004,NILAND,PM10
20130612,54,MODERATE,60254004,NILAND,PM10
20130613,45,GOOD,60254004,NILAND,PM10
20130614,51,MODERATE,60254004,NILAND,PM10
20130615,52,MODERATE,60254004,NILAND,PM10
20130616,39,GOOD,60254004,NILAND,PM10
20130617,53,MODERATE,60254004,NILAND,PM10
20130618,66,MODERATE,60254004,NILAND,PM10
20130619,51,MODERATE,60254004,NILAND,PM10
20130620,54,MODERATE,60254004,NILAND,PM10
20130621,40,GOOD,60254004,NILAND,PM10
20130622,44,GOOD,60254004,NILAND,PM10
20130623,59,MODERATE,60254004,NILAND,PM10
20130624,39,GOOD,60254004,NILAND,PM10
20130625,31,GOOD,60254004,NILAND,PM10
20130626,51,MODERATE,60254004,NILAND,PM10
20130627,39,GOOD,60254004,NILAND,PM10
20130628,44,GOOD,60254004,NILAND,PM10
20130629,56,MODERATE,60254004,NILAND,PM10
20130630,46,GOOD,60254004,NILAND,PM10
20130701,61,MODERATE,60254004,NILAND,PM10
20130702,103,UNHEALTHY FOR SENSITIVE,60254004,NILAND,PM10
20130703,57,MODERATE,60254004,NILAND,PM10
20130704,60,MODERATE,60254004,NILAND,PM10
20130705,46,GOOD,60254004,NILAND,PM10
20130706,43,GOOD,60254004,NILAND,PM10
20130707,34,GOOD,60254004,NILAND,PM10
20130708,47,GOOD,60254004,NILAND,PM10
20130709,55,MODERATE,60254004,NILAND,PM10
20130710,56,MODERATE,60254004,NILAND,PM10
20130711,29,GOOD,60254004,NILAND,PM10
20130712,31,GOOD,60254004,NILAND,PM10
20130713,35,GOOD,60254004,NILAND,PM10
20130714,36,GOOD,60254004,NILAND,PM10
20130715,50,GOOD,60254004,NILAND,PM10
20130716,40,GOOD,60254004,NILAND,PM10
20130717,31,GOOD,60254004,NILAND,PM10
20130718,42,GOOD,60254004,NILAND,PM10
20130719,45,GOOD,60254004,NILAND,PM10
20130720,31,GOOD,60254004,NILAND,PM10
20130721,23,GOOD,60254004,NILAND,PM10
20130722,34,GOOD,60254004,NILAND,PM10
20130723,34,GOOD,60254004,NILAND,PM10
20130724,47,GOOD,60254004,NILAND,PM10
20130725,45,GOOD,60254004,NILAND,PM10
20130726,37,GOOD,60254004,NILAND,PM10
20130727,37,GOOD,60254004,NILAND,PM10
20130728,59,MODERATE,60254004,NILAND,PM10
20130729,50,GOOD,60254004,NILAND,PM10
20130730,38,GOOD,60254004,NILAND,PM10
20130731,46,GOOD,60254004,NILAND,PM10
